Clave Municipio,"Clave 
Estado",Región,Estado,Municipio,Tipo de población,saving_deposits,sight_deposits,term_deposits,debit_deposits
18001,18,Occidente y Bajío,Nayarit,Acaponeta,Semi-urbano,"4,903","3,042",494,24
18002,18,Occidente y Bajío,Nayarit,Ahuacatlán,Semi-urbano,"2,749","1,113",416,1
18003,18,Occidente y Bajío,Nayarit,Amatlán de Cañas,En Transición,"2,747","1,116",384,0
18004,18,Occidente y Bajío,Nayarit,Compostela,Urbano,"11,256","12,598","2,334",317
18005,18,Occidente y Bajío,Nayarit,Huajicori,En Transición,251,996,128,0
18006,18,Occidente y Bajío,Nayarit,Ixtlán del Río,Semi-urbano,"4,602","1,002",412,12
18007,18,Occidente y Bajío,Nayarit,Jala,Semi-urbano,"8,136",452,"1,335",0
18008,18,Occidente y Bajío,Nayarit,Xalisco,Urbano,"14,562","9,555","4,439",285
18009,18,Occidente y Bajío,Nayarit,Del Nayar,Semi-urbano,369,"1,115",138,0
18010,18,Occidente y Bajío,Nayarit,Rosamorada,Semi-urbano,"6,861","5,025",276,1
18011,18,Occidente y Bajío,Nayarit,Ruíz,Semi-urbano,"5,240","7,427",322,0
18012,18,Occidente y Bajío,Nayarit,San Blas,Semi-urbano,"10,272","2,602",767,3
18013,18,Occidente y Bajío,Nayarit,San Pedro Lagunillas,En Transición,860,"1,488",201,1
18014,18,Occidente y Bajío,Nayarit,Santa María del Oro,Semi-urbano,"2,055","7,109",959,108
18015,18,Occidente y Bajío,Nayarit,Santiago Ixcuintla,Urbano,"14,503","7,242",870,465
18016,18,Occidente y Bajío,Nayarit,Tecuala,Semi-urbano,"7,446","8,020","1,690",1
18017,18,Occidente y Bajío,Nayarit,Tepic,Semi-metrópoli,"114,482","38,242","11,440",603
18018,18,Occidente y Bajío,Nayarit,Tuxpan,Semi-urbano,"7,080","3,664",358,25
18019,18,Occidente y Bajío,Nayarit,"Yesca, La",En Transición,"1,284","4,551","2,342",0
18020,18,Occidente y Bajío,Nayarit,Bahía de Banderas,Urbano,"8,393","5,476","1,275",144
19001,19,Noreste,Nuevo León,Abasolo,Rural,123,202,3,0
19002,19,Noreste,Nuevo León,Agualeguas,Rural,5,3,0,0
19003,19,Noreste,Nuevo León,"Aldamas, Los",Rural,2,5,1,0
19004,19,Noreste,Nuevo León,Allende,Semi-urbano,"1,026",874,"2,130",224
19005,19,Noreste,Nuevo León,Anáhuac,Semi-urbano,"2,381",298,345,8
19006,19,Noreste,Nuevo León,Apodaca,Semi-metrópoli,"78,330","18,477","4,716",196
19007,19,Noreste,Nuevo León,Aramberri,En Transición,42,421,201,0
19008,19,Noreste,Nuevo León,Bustamante,Rural,155,22,11,0
19009,19,Noreste,Nuevo León,Cadereyta Jiménez,Urbano,"3,809","5,967",529,156
19010,19,Noreste,Nuevo León,Carmen,Urbano,"2,020",992,65,0
19011,19,Noreste,Nuevo León,Cerralvo,En Transición,37,14,13,19
19012,19,Noreste,Nuevo León,Ciénega de Flores,Urbano,"3,624",868,191,0
19013,19,Noreste,Nuevo León,China,En Transición,30,15,2,1
19014,19,Noreste,Nuevo León,Doctor Arroyo,Semi-urbano,64,"8,491","1,869",0
19015,19,Noreste,Nuevo León,Doctor Coss,Rural,8,2,0,0
19016,19,Noreste,Nuevo León,Doctor González,Rural,65,44,1,1
19017,19,Noreste,Nuevo León,Galeana,Semi-urbano,478,"1,155",284,1
19018,19,Noreste,Nuevo León,García,Semi-metrópoli,"12,687","8,232","1,916",0
19019,19,Noreste,Nuevo León,San Pedro Garza García,Urbano,"7,212","3,093","2,330",26
19020,19,Noreste,Nuevo León,General Bravo,En Transición,76,14,6,0
19021,19,Noreste,Nuevo León,General Escobedo,Semi-metrópoli,"49,156","13,403","3,774","12,756"
19022,19,Noreste,Nuevo León,General Terán,En Transición,165,334,5,2
19023,19,Noreste,Nuevo León,General Treviño,Rural,1,1,0,0
19024,19,Noreste,Nuevo León,General Zaragoza,En Transición,8,133,68,0
19025,19,Noreste,Nuevo León,General Zuazua,Urbano,"4,790","1,294",121,"1,582"
19026,19,Noreste,Nuevo León,Guadalupe,Semi-metrópoli,"85,422","26,659","8,098","3,015"
19027,19,Noreste,Nuevo León,"Herreras, Los",Rural,2,1,0,427
19028,19,Noreste,Nuevo León,Higueras,Rural,45,3,7,1
19029,19,Noreste,Nuevo León,Hualahuises,En Transición,207,103,15,1
19030,19,Noreste,Nuevo León,Iturbide,Rural,45,21,8,0
19031,19,Noreste,Nuevo León,Juárez,Semi-metrópoli,"23,647","13,219",974,87
19032,19,Noreste,Nuevo León,Lampazos de Naranjo,En Transición,631,75,24,0
19033,19,Noreste,Nuevo León,Linares,Urbano,"5,114","2,474",539,31
19034,19,Noreste,Nuevo León,Marín,En Transición,254,25,10,0
19035,19,Noreste,Nuevo León,Melchor Ocampo,Rural,22,3,1,0
19036,19,Noreste,Nuevo León,Mier Y Noriega,En Transición,0,"1,186",315,0
19037,19,Noreste,Nuevo León,Mina,En Transición,80,113,9,0
19038,19,Noreste,Nuevo León,Montemorelos,Urbano,"6,070","1,832",588,119
19039,19,Noreste,Nuevo León,Monterrey,Metrópoli,"78,360","42,044","16,103","5,085"
19040,19,Noreste,Nuevo León,Parás,Rural,12,2,0,0
19041,19,Noreste,Nuevo León,Pesquería,Urbano,"3,516","2,131",174,"14,549"
19042,19,Noreste,Nuevo León,"Ramones, Los",En Transición,33,9,0,0
19043,19,Noreste,Nuevo León,Rayones,Rural,56,11,0,0
19044,19,Noreste,Nuevo León,Sabinas Hidalgo,Semi-urbano,791,229,64,0
19045,19,Noreste,Nuevo León,Salinas Victoria,Urbano,"4,720",952,90,"18,998"
19046,19,Noreste,Nuevo León,San Nicolás de los Garza,Semi-metrópoli,"70,544","12,986","6,664","1,875"
19047,19,Noreste,Nuevo León,Hidalgo,Semi-urbano,332,201,26,0
19048,19,Noreste,Nuevo León,Santa Catarina,Semi-metrópoli,"66,755","19,097","3,066","2,134"
19049,19,Noreste,Nuevo León,Santiago,Semi-urbano,953,786,311,14
19050,19,Noreste,Nuevo León,Vallecillo,Rural,14,3,0,0
19051,19,Noreste,Nuevo León,Villaldama,Rural,42,73,10,0
20001,20,Sur,Oaxaca,Abejones,Rural,22,19,4,0
20002,20,Sur,Oaxaca,Acatlán de Pérez Figueroa,Semi-urbano,"4,698","3,658",179,0
20003,20,Sur,Oaxaca,Asunción Cacalotepec,Rural,7,2,0,0
20004,20,Sur,Oaxaca,Asunción Cuyotepeji,Rural,287,137,31,0
20005,20,Sur,Oaxaca,Asunción Ixtaltepec,Semi-urbano,"1,100",383,141,1
20006,20,Sur,Oaxaca,Asunción Nochixtlán,Semi-urbano,"2,934","2,936",535,8
20007,20,Sur,Oaxaca,Asunción Ocotlán,Rural,214,106,53,0
20008,20,Sur,Oaxaca,Asunción Tlacolulita,Rural,16,6,0,0
20009,20,Sur,Oaxaca,Ayotzintepec,En Transición,388,437,22,0
20010,20,Sur,Oaxaca,"Barrio de la Soledad, El",En Transición,"7,445",350,"1,007",0
20011,20,Sur,Oaxaca,Calihualá,Rural,166,31,1,0
20012,20,Sur,Oaxaca,Candelaria Loxicha,En Transición,"4,475","3,090",705,15
20013,20,Sur,Oaxaca,Ciénega de Zimatlán,Rural,86,408,62,0
20014,20,Sur,Oaxaca,Ciudad Ixtepec,Semi-urbano,"2,314",734,219,23
20015,20,Sur,Oaxaca,Coatecas Altas,En Transición,438,145,219,0
20016,20,Sur,Oaxaca,Coicoyán de las Flores,En Transición,27,11,4,0
20017,20,Sur,Oaxaca,"Compañ`Ia, La",Rural,325,145,138,0
20018,20,Sur,Oaxaca,Concepción Buenavista,Rural,61,162,35,0
20019,20,Sur,Oaxaca,Concepción Pápalo,Rural,2,1,11,0
20020,20,Sur,Oaxaca,Constancia del Rosario,Rural,2,35,5,0
20021,20,Sur,Oaxaca,Cosolapa,En Transición,"3,850","2,761",217,0
20022,20,Sur,Oaxaca,Cosoltepec,Rural,38,27,4,0
20023,20,Sur,Oaxaca,Cuilápam de Guerrero,Semi-urbano,"3,399","3,252",532,1
20024,20,Sur,Oaxaca,Cuyamecalco Villa de Zaragoza,Rural,9,2,0,0
20025,20,Sur,Oaxaca,Chahuites,En Transición,452,917,42,0
20026,20,Sur,Oaxaca,Chalcatongo de Hidalgo,En Transición,55,130,8,0
20027,20,Sur,Oaxaca,Chiquihuitlán de Benito Juárez,Rural,9,10,3,0
20028,20,Sur,Oaxaca,Heroica Ciudad de Ejutla de Crespo,Semi-urbano,"6,574","3,731","1,145",34
20029,20,Sur,Oaxaca,Eloxochitlán de Flores Magón,Rural,78,227,14,0
20030,20,Sur,Oaxaca,"Espinal, El",En Transición,781,359,101,3
20031,20,Sur,Oaxaca,Tamazulapam del Espíritu Santo,En Transición,39,35,20,0
20032,20,Sur,Oaxaca,Fresnillo de Trujano,Rural,555,306,50,0
20033,20,Sur,Oaxaca,Guadalupe Etla,Rural,489,521,144,0
20034,20,Sur,Oaxaca,Guadalupe de Ramírez,Rural,488,261,116,0
20035,20,Sur,Oaxaca,Guelatao de Juárez,Rural,289,115,36,0
20036,20,Sur,Oaxaca,Guevea de Humboldt,En Transición,727,98,138,0
20037,20,Sur,Oaxaca,Mesones Hidalgo,Rural,1,18,2,0
20038,20,Sur,Oaxaca,Villa Hidalgo,Rural,195,17,4,0
20039,20,Sur,Oaxaca,Heroica Ciudad de Huajuapan de León,Urbano,"33,151","20,311","4,652",125
20040,20,Sur,Oaxaca,Huautepec,En Transición,55,205,2,0
20041,20,Sur,Oaxaca,Huautla de Jiménez,Semi-urbano,"1,540","5,295",302,0
20042,20,Sur,Oaxaca,Ixtlán de Juárez,En Transición,"2,029",865,250,13
20043,20,Sur,Oaxaca,Juchitán de Zaragoza,Urbano,"14,091","5,287","1,591",90
20044,20,Sur,Oaxaca,Loma Bonita,Semi-urbano,"6,165","7,217",733,15
20045,20,Sur,Oaxaca,Magdalena Apasco,En Transición,"1,482","1,578",231,0
20046,20,Sur,Oaxaca,Magdalena Jaltepec,Rural,232,199,35,0
20047,20,Sur,Oaxaca,Santa Magdalena Jicotlán,Rural,23,7,0,0
20048,20,Sur,Oaxaca,Magdalena Mixtepec,Rural,125,107,44,0
20049,20,Sur,Oaxaca,Magdalena Ocotlán,Rural,313,234,67,0
20050,20,Sur,Oaxaca,Magdalena Peñasco,Rural,4,8,1,0
20051,20,Sur,Oaxaca,Magdalena Teitipac,Rural,112,74,13,0
20052,20,Sur,Oaxaca,Magdalena Tequisistlán,En Transición,641,193,32,0
20053,20,Sur,Oaxaca,Magdalena Tlacotepec,Rural,67,7,12,0
20054,20,Sur,Oaxaca,Magdalena Zahuatlán,Rural,24,21,2,0
20055,20,Sur,Oaxaca,Mariscala de Juárez,Rural,"2,157","1,508",292,40
20056,20,Sur,Oaxaca,Mártires de Tacubaya,Rural,58,31,5,0
20057,20,Sur,Oaxaca,Matías Romero Avendaño,Semi-urbano,"10,031","3,091","1,165",35
20058,20,Sur,Oaxaca,Mazatlán Villa de Flores,En Transición,91,281,14,0
20059,20,Sur,Oaxaca,Miahuatlán de Porfirio Díaz,Urbano,"22,747","17,241","3,155",75
20060,20,Sur,Oaxaca,Mixistlán de la Reforma,Rural,9,10,3,0
20061,20,Sur,Oaxaca,Monjas,Rural,606,365,109,0
20062,20,Sur,Oaxaca,Natividad,Rural,195,77,16,0
20063,20,Sur,Oaxaca,Nazareno Etla,Rural,630,512,70,0
20064,20,Sur,Oaxaca,Nejapa de Madero,En Transición,"3,591","1,400",430,20
20065,20,Sur,Oaxaca,Ixpantepec Nieves,Rural,14,3,4,0
20066,20,Sur,Oaxaca,Santiago Niltepec,En Transición,394,194,39,0
20067,20,Sur,Oaxaca,Oaxaca de Juárez,Urbano,"58,301","49,669","10,711",568
20068,20,Sur,Oaxaca,Ocotlán de Morelos,Semi-urbano,"8,253","6,393","1,323",31
20069,20,Sur,Oaxaca,"Pe, La",Rural,320,86,23,0
20070,20,Sur,Oaxaca,Pinotepa de Don Luis,En Transición,440,594,96,3
20071,20,Sur,Oaxaca,Pluma Hidalgo,Rural,808,365,74,0
20072,20,Sur,Oaxaca,San José del Progreso,En Transición,"2,097","1,229",193,0
20073,20,Sur,Oaxaca,Putla Villa de Guerrero,Semi-urbano,36,645,113,0
20074,20,Sur,Oaxaca,Santa Catarina Quioquitani,Rural,39,38,40,0
20075,20,Sur,Oaxaca,Reforma de Pineda,Rural,49,98,9,0
20076,20,Sur,Oaxaca,"Reforma, La",Rural,5,4,0,0
20077,20,Sur,Oaxaca,Reyes Etla,Rural,836,"1,220",259,0
20078,20,Sur,Oaxaca,Rojas de Cuauhtémoc,Rural,260,115,21,0
20079,20,Sur,Oaxaca,Salina Cruz,Urbano,"15,530","3,993","1,436",28
20080,20,Sur,Oaxaca,San Agustín Amatengo,Rural,229,90,53,0
20081,20,Sur,Oaxaca,San Agustín Atenango,Rural,700,406,251,0
20082,20,Sur,Oaxaca,San Agustín Chayuco,Rural,97,146,26,0
20083,20,Sur,Oaxaca,San Agustín de las Juntas,En Transición,"2,165","1,966",307,3
20084,20,Sur,Oaxaca,San Agustín Etla,Rural,717,"1,412",429,0
20085,20,Sur,Oaxaca,San Agustín Loxicha,Semi-urbano,"5,245","2,714",636,11
20086,20,Sur,Oaxaca,San Agustín Tlacotepec,Rural,0,2,0,0
20087,20,Sur,Oaxaca,San Agustín Yatareni,En Transición,306,424,50,0
20088,20,Sur,Oaxaca,San Andrés Cabecera Nueva,Rural,4,4,0,0
20089,20,Sur,Oaxaca,San Andrés Dinicuiti,Rural,613,320,40,0
20090,20,Sur,Oaxaca,San Andrés Huaxpaltepec,En Transición,652,638,62,0
20091,20,Sur,Oaxaca,San Andrés Huayápam,En Transición,989,941,225,5
20092,20,Sur,Oaxaca,San Andrés Ixtlahuaca,Rural,129,78,37,0
20093,20,Sur,Oaxaca,San Andrés Lagunas,Rural,57,29,5,0
20094,20,Sur,Oaxaca,San Andrés Nuxiño,Rural,97,53,3,0
20095,20,Sur,Oaxaca,San Andrés Paxtlán,Rural,"1,392",501,105,0
20096,20,Sur,Oaxaca,San Andrés Sinaxtla,Rural,113,180,29,0
20097,20,Sur,Oaxaca,San Andrés Solaga,Rural,61,16,2,0
20098,20,Sur,Oaxaca,San Andrés Teotilálpam,Rural,13,5,0,0
20099,20,Sur,Oaxaca,San Andrés Tepetlapa,Rural,2,1,0,0
20100,20,Sur,Oaxaca,San Andrés Yaá,Rural,1,0,0,0
20101,20,Sur,Oaxaca,San Andrés Zabache,Rural,64,17,13,0
20102,20,Sur,Oaxaca,San Andrés Zautla,En Transición,801,825,242,0
20103,20,Sur,Oaxaca,San Antonino Castillo Velasco,En Transición,"1,243",933,144,0
20104,20,Sur,Oaxaca,San Antonino El Alto,Rural,66,30,28,0
20105,20,Sur,Oaxaca,San Antonino Monte Verde,En Transición,657,535,146,0
20106,20,Sur,Oaxaca,San Antonio Acutla,Rural,110,58,4,0
20107,20,Sur,Oaxaca,San Antonio de la Cal,Semi-urbano,"3,403","2,666",479,0
20108,20,Sur,Oaxaca,San Antonio Huitepec,Rural,24,20,10,0
20109,20,Sur,Oaxaca,San Antonio Nanahuatípam,Rural,41,42,1,0
20110,20,Sur,Oaxaca,San Antonio Sinicahua,Rural,1,1,0,0
20111,20,Sur,Oaxaca,San Antonio Tepetlapa,Rural,204,257,38,0
20112,20,Sur,Oaxaca,San Baltazar Chichicápam,Rural,240,158,29,0
20113,20,Sur,Oaxaca,San Baltazar Loxicha,Rural,402,97,20,0
20114,20,Sur,Oaxaca,San Baltazar Yatzachi El Bajo,Rural,41,13,4,0
20115,20,Sur,Oaxaca,San Bartolo Coyotepec,En Transición,"1,270","1,694",160,0
20116,20,Sur,Oaxaca,San Bartolomé Ayautla,Rural,131,390,7,0
20117,20,Sur,Oaxaca,San Bartolomé Loxicha,Rural,575,292,76,0
20118,20,Sur,Oaxaca,San Bartolomé Quialana,Rural,64,34,23,0
20119,20,Sur,Oaxaca,San Bartolomé Yucuañe,Rural,0,0,0,0
20120,20,Sur,Oaxaca,San Bartolomé Zoogocho,Rural,43,10,0,0
20121,20,Sur,Oaxaca,San Bartolo Soyaltepec,Rural,35,43,18,0
20122,20,Sur,Oaxaca,San Bartolo Yautepec,Rural,154,36,4,0
20123,20,Sur,Oaxaca,San Bernardo Mixtepec,Rural,411,255,83,1
20124,20,Sur,Oaxaca,San Blas Atempa,Semi-urbano,869,324,53,0
20125,20,Sur,Oaxaca,San Carlos Yautepec,En Transición,909,336,211,0
20126,20,Sur,Oaxaca,San Cristóbal Amatlán,En Transición,489,358,64,0
20127,20,Sur,Oaxaca,San Cristóbal Amoltepec,Rural,1,3,1,0
20128,20,Sur,Oaxaca,San Cristóbal Lachirioag,Rural,16,8,0,0
20129,20,Sur,Oaxaca,San Cristóbal Suchixtlahuaca,Rural,84,242,10,0
20130,20,Sur,Oaxaca,San Dionisio del Mar,En Transición,626,267,73,0
20131,20,Sur,Oaxaca,San Dionisio Ocotepec,En Transición,"3,063",516,"2,097",0
20132,20,Sur,Oaxaca,San Dionisio Ocotlán,Rural,486,327,65,0
20133,20,Sur,Oaxaca,San Esteban Atatlahuca,Rural,16,17,0,0
20134,20,Sur,Oaxaca,San Felipe Jalapa de Díaz,Semi-urbano,444,327,28,0
20135,20,Sur,Oaxaca,San Felipe Tejalápam,En Transición,848,971,281,0
20136,20,Sur,Oaxaca,San Felipe Usila,En Transición,41,106,52,0
20137,20,Sur,Oaxaca,San Francisco Cahuacuá,Rural,11,2,8,0
20138,20,Sur,Oaxaca,San Francisco Cajonos,Rural,2,5,7,0
20139,20,Sur,Oaxaca,San Francisco Chapulapa,Rural,2,0,1,0
20140,20,Sur,Oaxaca,San Francisco Chindúa,Rural,68,58,21,0
20141,20,Sur,Oaxaca,San Francisco del Mar,En Transición,371,172,66,0
20142,20,Sur,Oaxaca,San Francisco Huehuetlán,Rural,6,12,2,0
20143,20,Sur,Oaxaca,San Francisco Ixhuatán,En Transición,319,197,56,0
20144,20,Sur,Oaxaca,San Francisco Jaltepetongo,Rural,24,18,9,0
20145,20,Sur,Oaxaca,San Francisco Lachigoló,En Transición,584,380,89,2
20146,20,Sur,Oaxaca,San Francisco Logueche,Rural,256,112,15,0
20147,20,Sur,Oaxaca,San Francisco Nuxaño,Rural,5,17,2,0
20148,20,Sur,Oaxaca,San Francisco Ozolotepec,Rural,106,44,35,0
20149,20,Sur,Oaxaca,San Francisco Sola,Rural,712,372,57,0
20150,20,Sur,Oaxaca,San Francisco Telixtlahuaca,En Transición,"3,543","1,930",431,6
20151,20,Sur,Oaxaca,San Francisco Teopan,Rural,28,26,2,0
20152,20,Sur,Oaxaca,San Francisco Tlapancingo,Rural,52,22,10,0
20153,20,Sur,Oaxaca,San Gabriel Mixtepec,Rural,"2,447","2,362",274,21
20154,20,Sur,Oaxaca,San Ildefonso Amatlán,Rural,216,104,53,0
20155,20,Sur,Oaxaca,San Ildefonso Sola,Rural,167,76,17,0
20156,20,Sur,Oaxaca,San Ildefonso Villa Alta,Rural,129,58,22,0
20157,20,Sur,Oaxaca,San Jacinto Amilpas,Semi-urbano,"2,389","1,989",501,7
20158,20,Sur,Oaxaca,San Jacinto Tlacotepec,Rural,27,11,8,0
20159,20,Sur,Oaxaca,San Jerónimo Coatlán,En Transición,"1,391","1,097",132,0
20160,20,Sur,Oaxaca,San Jerónimo Silacayoapilla,Rural,556,296,98,0
20161,20,Sur,Oaxaca,San Jerónimo Sosola,Rural,194,86,24,0
20162,20,Sur,Oaxaca,San Jerónimo Taviche,Rural,253,267,47,0
20163,20,Sur,Oaxaca,San Jerónimo Tecóatl,Rural,17,42,0,0
20164,20,Sur,Oaxaca,San Jorge Nuchita,Rural,342,142,9,0
20165,20,Sur,Oaxaca,San José Ayuquila,Rural,325,171,58,0
20166,20,Sur,Oaxaca,San José Chiltepec,En Transición,"1,412","1,187",148,0
20167,20,Sur,Oaxaca,San José del Peñasco,Rural,302,149,10,0
20168,20,Sur,Oaxaca,San José Estancia Grande,Rural,115,62,4,0
20169,20,Sur,Oaxaca,San José Independencia,Rural,18,20,0,0
20170,20,Sur,Oaxaca,San José Lachiguiri,Rural,44,39,18,0
20171,20,Sur,Oaxaca,San José Tenango,Semi-urbano,258,716,32,0
20172,20,Sur,Oaxaca,San Juan Achiutla,Rural,2,2,0,0
20173,20,Sur,Oaxaca,San Juan Atepec,Rural,45,14,18,0
20174,20,Sur,Oaxaca,Ánimas Trujano,Rural,804,628,117,0
20175,20,Sur,Oaxaca,San Juan Bautista Atatlahuca,Rural,42,21,22,0
20176,20,Sur,Oaxaca,San Juan Bautista Coixtlahuaca,Rural,124,"1,184",99,0
20177,20,Sur,Oaxaca,San Juan Bautista Cuicatlán,En Transición,286,162,20,0
20178,20,Sur,Oaxaca,San Juan Bautista Guelache,En Transición,"1,247","2,240",569,2
20179,20,Sur,Oaxaca,San Juan Bautista Jayacatlán,Rural,187,137,68,0
20180,20,Sur,Oaxaca,San Juan Bautista Lo de Soto,Rural,378,146,13,28
20181,20,Sur,Oaxaca,San Juan Bautista Suchitepec,Rural,78,75,7,0
20182,20,Sur,Oaxaca,San Juan Bautista Tlacoatzintepec,Rural,1,0,0,0
20183,20,Sur,Oaxaca,San Juan Bautista Tlachichilco,Rural,46,7,3,0
20184,20,Sur,Oaxaca,San Juan Bautista Tuxtepec,Urbano,"20,007","17,680","2,525",51
20185,20,Sur,Oaxaca,San Juan Cacahuatepec,En Transición,447,415,55,0
20186,20,Sur,Oaxaca,San Juan Cieneguilla,Rural,72,23,3,0
20187,20,Sur,Oaxaca,San Juan Coatzóspam,Rural,27,162,6,0
20188,20,Sur,Oaxaca,San Juan Colorado,En Transición,330,295,21,0
20189,20,Sur,Oaxaca,San Juan Comaltepec,Rural,3,2,1,0
20190,20,Sur,Oaxaca,San Juan Cotzocón,Semi-urbano,"1,588",229,59,0
20191,20,Sur,Oaxaca,San Juan Chicomezúchil,Rural,83,33,12,0
20192,20,Sur,Oaxaca,San Juan Chilateca,Rural,565,469,128,0
20193,20,Sur,Oaxaca,San Juan del Estado,Rural,588,487,110,0
20194,20,Sur,Oaxaca,San Juan del Río,Rural,18,8,3,0
20195,20,Sur,Oaxaca,San Juan Diuxi,Rural,28,48,2,0
20196,20,Sur,Oaxaca,San Juan Evangelista Analco,Rural,109,30,11,0
20197,20,Sur,Oaxaca,San Juan Guelavía,Rural,238,334,77,0
20198,20,Sur,Oaxaca,San Juan Guichicovi,Semi-urbano,"5,642","1,970",694,0
20199,20,Sur,Oaxaca,San Juan Ihualtepec,Rural,88,35,5,0
20200,20,Sur,Oaxaca,San Juan Juquila Mixes,Rural,82,31,11,0
20201,20,Sur,Oaxaca,San Juan Juquila Vijanos,Rural,458,178,317,0
20202,20,Sur,Oaxaca,San Juan Lachao,Rural,998,"4,624",286,0
20203,20,Sur,Oaxaca,San Juan Lachigalla,Rural,337,128,99,0
20204,20,Sur,Oaxaca,San Juan Lajarcia,Rural,232,78,58,0
20205,20,Sur,Oaxaca,San Juan Lalana,Semi-urbano,53,36,3,0
20206,20,Sur,Oaxaca,San Juan de los Cués,Rural,71,43,2,0
20207,20,Sur,Oaxaca,San Juan Mazatlán,Semi-urbano,656,263,25,0
20208,20,Sur,Oaxaca,San Juan Mixtepec - Distr. 08 -,En Transición,31,51,9,0
20209,20,Sur,Oaxaca,San Juan Mixtepec - Distr. 26 -,Rural,70,37,25,0
20210,20,Sur,Oaxaca,San Juan Ñumí,En Transición,339,150,34,0
20211,20,Sur,Oaxaca,San Juan Ozolotepec,Rural,97,54,37,0
20212,20,Sur,Oaxaca,San Juan Petlapa,Rural,6,9,1,0
20213,20,Sur,Oaxaca,San Juan Quiahije,Rural,584,320,101,0
20214,20,Sur,Oaxaca,San Juan Quiotepec,Rural,31,13,14,0
20215,20,Sur,Oaxaca,San Juan Sayultepec,Rural,124,133,28,0
20216,20,Sur,Oaxaca,San Juan Tabaá,Rural,8,6,0,0
20217,20,Sur,Oaxaca,San Juan Tamazola,Rural,16,22,6,0
20218,20,Sur,Oaxaca,San Juan Teita,Rural,1,0,0,0
20219,20,Sur,Oaxaca,San Juan Teitipac,Rural,36,45,10,0
20220,20,Sur,Oaxaca,San Juan Tepeuxila,Rural,2,2,1,0
20221,20,Sur,Oaxaca,San Juan Teposcolula,Rural,254,148,27,0
20222,20,Sur,Oaxaca,San Juan Yaeé,Rural,258,82,73,0
20223,20,Sur,Oaxaca,San Juan Yatzona,Rural,1,1,0,0
20224,20,Sur,Oaxaca,San Juan Yucuita,Rural,44,101,11,0
20225,20,Sur,Oaxaca,San Lorenzo,En Transición,134,153,19,0
20226,20,Sur,Oaxaca,San Lorenzo Albarradas,Rural,110,68,59,0
20227,20,Sur,Oaxaca,San Lorenzo Cacaotepec,Semi-urbano,"2,474","2,314",381,4
20228,20,Sur,Oaxaca,San Lorenzo Cuaunecuiltitla,Rural,13,25,0,0
20229,20,Sur,Oaxaca,San Lorenzo Texmelucan,En Transición,116,27,22,0
20230,20,Sur,Oaxaca,San Lorenzo Victoria,Rural,160,64,1,0
20231,20,Sur,Oaxaca,San Lucas Camotlán,Rural,53,26,5,0
20232,20,Sur,Oaxaca,San Lucas Ojitlán,Semi-urbano,"1,144",816,129,0
20233,20,Sur,Oaxaca,San Lucas Quiaviní,Rural,90,44,14,0
20234,20,Sur,Oaxaca,San Lucas Zoquiápam,En Transición,23,103,28,0
20235,20,Sur,Oaxaca,San Luis Amatlán,Rural,612,339,146,0
20236,20,Sur,Oaxaca,San Marcial Ozolotepec,Rural,348,152,76,0
20237,20,Sur,Oaxaca,San Marcos Arteaga,Rural,683,356,45,0
20238,20,Sur,Oaxaca,San Martín de los Cansecos,Rural,135,58,29,0
20239,20,Sur,Oaxaca,San Martín Huamelúlpam,Rural,10,137,48,0
20240,20,Sur,Oaxaca,San Martín Itunyoso,Rural,2,14,4,0
20241,20,Sur,Oaxaca,San Martín Lachilá,Rural,240,90,46,0
20242,20,Sur,Oaxaca,San Martín Peras,En Transición,13,9,2,0
20243,20,Sur,Oaxaca,San Martín Tilcajete,Rural,456,258,63,0
20244,20,Sur,Oaxaca,San Martín Toxpalan,Rural,49,71,2,0
20245,20,Sur,Oaxaca,San Martín Zacatepec,Rural,561,271,47,0
20246,20,Sur,Oaxaca,San Mateo Cajonos,Rural,81,12,1,0
20247,20,Sur,Oaxaca,Capulálpam de Méndez,Rural,841,316,75,0
20248,20,Sur,Oaxaca,San Mateo del Mar,Semi-urbano,462,193,19,0
20249,20,Sur,Oaxaca,San Mateo Yoloxochitlán,Rural,136,445,43,0
20250,20,Sur,Oaxaca,San Mateo Etlatongo,Rural,91,92,11,0
20251,20,Sur,Oaxaca,San Mateo Nejápam,Rural,7,1,0,0
20252,20,Sur,Oaxaca,San Mateo Peñasco,Rural,6,11,0,0
20253,20,Sur,Oaxaca,San Mateo Piñas,Rural,99,34,13,0
20254,20,Sur,Oaxaca,San Mateo Río Hondo,Rural,"1,481",677,139,0
20255,20,Sur,Oaxaca,San Mateo Sindihui,Rural,17,39,1,0
20256,20,Sur,Oaxaca,San Mateo Tlapiltepec,Rural,24,26,3,0
20257,20,Sur,Oaxaca,San Melchor Betaza,Rural,34,4,0,0
20258,20,Sur,Oaxaca,San Miguel Achiutla,Rural,8,7,4,0
20259,20,Sur,Oaxaca,San Miguel Ahuehuetitlán,Rural,21,4,1,0
20260,20,Sur,Oaxaca,San Miguel Aloápam,Rural,200,272,145,0
20261,20,Sur,Oaxaca,San Miguel Amatitlán,En Transición,803,325,82,0
20262,20,Sur,Oaxaca,San Miguel Amatlán,Rural,172,57,41,0
20263,20,Sur,Oaxaca,San Miguel Coatlán,Rural,863,328,35,0
